Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
13781-3677,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJ3E1EB9NF, ,N/A,Tesla,Model 3, ,2022, ,e559b0dda912bfa,23018, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,04:32, ,4d867e1a774191c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Kissimmee, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3675,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJ3E1EB3LF, ,N/A,Tesla,Model 3, ,2020, ,f02f14ff18e65ab,22138, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,19:13, ,6c3c6c07c27a71f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Merrick, ,NY ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3674,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJSA1E50NF, ,N/A,Tesla,Model S, ,2022, ,b2e222df12790d4,8663, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,22:33, ,4dab55be740b715,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,St. Cloud, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3673,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJYGDEE1MF, ,N/A,Tesla,Model Y, ,2021, ,d3634322abfc900,8852, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,16:39, ,69ad1f7ff8c038a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tracy, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
10039-3261,4,"BMW of North America, LLC",Monthly Update,8,2022,AUG-2022,WBA53BJ08NC, ,N/A,BMW,540i, ,2022, ,a7c7ebd42ad7f0a,2273, ,Consumer,,Y, ,No,"Unknown, see Narrative",, ,Y, , , , , , ,,JUN-2022, ,JUN-2022,13:27, ,a16e8321a043d3c,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Watermill, ,NY ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Heavy Truck,Minor,No,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,No,Yes,Unknown,,Y, , , , , ,Y, , ,Y, , , , , , , , ,Y, ,Unknown,,Y,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"Customer narrative:  [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]
BMW comment:  [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3622,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJ3E1EB2LF, ,N/A,Tesla,Model 3, ,2020, ,151439aa09d6086,56117, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,18:09, ,1b47fe5e83f19d8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,No,Yes,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3621,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJYGDEE0MF, ,N/A,Tesla,Model Y, ,2021, ,5.305161676824E+13,29988, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,21:56, ,98a3094873590e3,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,North Port, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3620,1,"Tesla, Inc.",1-Day,,,AUG-2022,7SAYGDEE0NF, ,N/A,Tesla,Model Y, ,2022, ,3ae8c601eddfeb9,4285, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,15:02, ,2f233bf85993bdf,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,North Bethesda, ,MD ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3565,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,5YJYGDEE2MF, ,N/A,Tesla,Model Y, ,2021, ,88bf98c664fa22d,34899, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,22:15, ,6db55d6a395852a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Dallas, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,Traffic Incident,70, ,Daylight, , ,Y, , , , , ,,Van,Unknown,Yes,Lane / Road Departure,Unknown,Unknown,Y, , ,Y, , ,Y, , , , ,Proceeding Straight,Yes,Unknown,Unknown,58, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3555,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,7SAYGAEE7NF, ,N/A,Tesla,Model Y, ,2022, ,1987b0ec2219937,6353, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,01:13, ,f24f67ac77d6dae,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Wilton, ,CT ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rural Road,Dry,Unknown,40, ,Dark - Unknown Lighting,Y, , , , , , , ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,34, , , , , , , , , , , ,Y,Y, , , ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3554,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,5YJYGDEE8MF, ,N/A,Tesla,Model Y, ,2021, ,bc0733134f51c75,39749, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,23:01, ,f32ca2070e13d04,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Alpharetta, ,GA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Wet,No Unusual Conditions,65, ,Daylight, , , , ,Y, , , ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Unknown,Unknown,50, , , , , , , , , , , ,Y,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3553,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,5YJSA1E66MF, ,N/A,Tesla,Model S, ,2021, ,4ea906c6ec69714,34497, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,10:56, ,e6833dd1c2bf233,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Coconut Creek, ,FL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Wet,No Unusual Conditions,65, ,Daylight, , , , ,Y, , , ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,Yes,Unknown,Unknown,52, ,Y, ,Y,Y, ,Y,Y, ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3552,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,5YJ3E1EAXLF, ,N/A,Tesla,Model 3, ,2020, ,47c79e8e8db01e9,20382, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,02:47, ,57339907301589d,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Mobile, ,AL ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,Work Zone,40, ,Dark - Not Lighted,Y, , , , , , , ,,"Other, see Narrative",Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Proceeding Straight,Yes,Unknown,Unknown,33, , , ,Y, , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3543,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,5YJ3E1EB9NF, ,N/A,Tesla,Model 3, ,2022, ,2b83401703cbd66,2606, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,08:53, ,06f340af9120042,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Twentynine Palms, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Rural Road,Dry,No Unusual Conditions,65, ,Dark - Not Lighted,Y, , , , , , , ,,SUV,Unknown,Yes,Making Left Turn,Yes,Unknown, , , , , , ,Y,Y, , , ,Proceeding Straight,Yes,Yes,Unknown,57, , , , , , ,Y, , ,Y, , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
13781-3544,2,"Tesla, Inc.",10-Day Update,,,AUG-2022,5YJ3E1EB9MF, ,N/A,Tesla,Model 3, ,2021, ,e9703cbf939e5ca,34151, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,10:29, ,7a50b12d6ad6d1b,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,New Haven, ,CT ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,65, ,Daylight,Y, , , , , , , ,,Heavy Truck,Unknown,Yes,Changing Lanes,Unknown,Unknown, , , , , , , , ,Y, , ,Proceeding Straight,Yes,Unknown,Unknown,67, ,Y,Y, , , , , , , , , ,Y, ,Y, ,Y,Y, , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
12381-3536,2,"Daimler Trucks North America, LLC",10-Day Update,,,AUG-2022,3AKJHHDR6NS, ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Freightliner,Cascadia, ,2022, ,b1a11ddd49cb4a4,43339, ,Consumer,Detroit Assurance 5.0, , ,No,ADAS,, , , , ,Y, , , ,,JUL-2022, ,AUG-2022,03:00, ,00cd6c799062fc0,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Keokuk, ,IA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,,Y,Unknown, , , , , , ,Y, ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,"Other, see Narrative",Not Applicable,Yes,Unknown,,Y, , , , , , , , , , ,Y, , , , , ,Y, , ,Unknown,,Y,No,,Y,,Y,,Y,"Unknown, see Narrative", ,"On August [XXX], 2022, Daimler Truck was notified of an alleged fire on the rear of the trailer in a 2022 Freightliner Cascadia, that occurred after the vehicle was leaving a repair facility.  The incident was alleged to happen somewhere on the [XXX] in Keokuk, Iowa.  The vehicle has a Detroit Assurance 5.0 system and would have had to have been towed from the incident, so even though we have no allegation that implicates the ADAS system, we are reporting this out of an abundance of caution.", 
1243-3577,1,"Subaru of America, Inc.",1-Day,,,AUG-2022,4S4BTGPD8L3, ,N/A,Subaru,Outback, ,2020, ,316cacd9e5436cf,17090, ,Consumer,,Y, ,No,ADAS,, ,Y, , , , , , ,,JUL-2022, ,AUG-2022,08:00, ,ab964227042fecf,,Y,,Y,,Y,,Y,WV ,,Y,Unknown,Dry,Unknown,,Y,Daylight,Y, , , , , , , ,,Pole / Tree,Minor,Yes,,,, , , , , , , , , , , ,Unknown,No,Yes,Yes,40, , , , , , ,Y, , , , , , , , ,Y, , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
10003-2800,4,"Navistar, Inc.",Other Update,,,AUG-2022,3HSDZAPR9NN, ,N/A,International,LT, ,2022, ,6b21a70177dcc64,56429, ,Consumer,Bendix Lane Keep Assist, , ,No,"Unknown, see Narrative",, , , , , , , ,Y,Western Express reported,NOV-2021, ,APR-2022,19:57, ,d7397a577eefe45,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Maxatawny Tounship, ,PA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Not Lighted, , , , , , ,Y, ,,Other Fixed Object,Unknown,Yes,,,, , , , , , , , , , , ,Proceeding Straight,No,Yes,Yes,,Y, , , , , ,Y, , , , , , , , , , , , ,Y,Yes,PA State Police, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"Unknown, see Narrative", ,"This vehicle is equipped with Lane Keep Assist feature. This crash occurred as unit 1 was going North on [XXX] ([XXX]) in Maxatawny Township, Berks County. Unit 1 then went off the righthand side of the roadway and struck a house. Unit 1 was towed from the scene. Operator 1 and the homeowner were transported to nearby local hospital to be treated for minor injuries.", 
1306-3573,1,Toyota Motor Engineering & Manufacturing,1-Day,,,AUG-2022,5TDERKEC8MS, ,N/A,Toyota,Sienna HV, ,2021, ,2658d8bd635de07,17424, ,Consumer,ADAS L2, , ,No,ADAS,, , , , ,Y, , , ,,JUN-2022, ,JUL-2022,07:00, ,38aff2aa1233a91,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Fairfield, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Highway / Freeway,Dry,No Unusual Conditions,,Y,Unknown, , , , , , ,Y, ,,Passenger Car,Unknown,Yes,"Other, see Narrative",Unknown,Unknown,Y, , ,Y, , ,Y, , , , ,Proceeding Straight,Yes,Yes,Yes,77, , , ,Y, , ,Y, , ,Y, , ,Y, , ,Y, ,Y, , ,Unknown,,Y,Yes,,Y,,Y,,Y,"Unknown, see Narrative", ,"One June [XXX], 2022 Toyota received an allegation related to this crash from the owner of the vehicle through a call to the Toyota Brand Engagement Center. At the time of initial contact and description of the incident, no allegations related to the operation of Lane Trace Assist, lane centering, or ADAS L2 functions were communicated. On July [XXX], 2022 a field report regarding this crash incident was completed. On August [XXX], as part of a review of a field report created for the incident, Toyota became aware of vehicle data indicating that the vehicle was operating with ADAS L2 engagement in the moments leading up to the crash event.
Toyota obtained Vehicle Control History (VCH) and Event Data Recorder (EDR) data from the subject vehicle. VCH provides an approximately 6.75 second pre-crash data recording, and EDR provides an approximately 4.85 second pre-crash data recording. Based on the data obtained, the following information was observed: Dynamic Radar Cruise Control (DRCC) and Lane Trace Assist (LTA) were engaged during the recording until approximately 1.75 seconds prior to the crash event, at which point the Pre-Collision System Alarm activated, disengaging the DRCC and LTA. The vehicle was traveling at approximately 77 MPH prior to the crash event. The owner of the subject vehicle alleged that the passenger vehicle it impacted was ""a slow moving vehicle.""
As a result of the crash incident, multiple airbags deployed in the subject vehicle and it was towed away from the scene. Injuries to occupants of the subject vehicle were described by the owner as: Driver: bruising, Front Passenger: burst fracture in spine, Rear Passenger 1: Bruising, Rear Passenger 2: Bruising.", 
13781-3565,1,"Tesla, Inc.",1-Day,,,AUG-2022,5YJYGDEE2MF, ,N/A,Tesla,Model Y, ,2021, ,88bf98c664fa22d,34899, ,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,No,ADAS,, , ,Y, , , , , ,,AUG-2022, ,AUG-2022,22:15, ,6db55d6a395852a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Dallas, ,TX ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Unknown,Unknown,Unknown,,Y,Unknown, , , , , , ,Y, ,,Unknown,Unknown,Yes,Unknown,Unknown,Unknown, , , , , , , , , , ,Y,Unknown,Yes,Unknown,Unknown,,Y, , , , , , , , , , ,Y,Y, , , , , , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
